"input" "reason" "matches" "symbol" "organism.name" "secondaryIdentifier" "primaryIdentifier" "class" "briefDescription"
"WBGene00021661" "MATCH" "1" "mbtr-1" "Caenorhabditis elegans" "Y48G1A.6" "WBGene00021661" "Gene" "mbtr-1 encodes a protein with four malignant brain tumor (MBT) repeats; MBTR-1 is orthologous to Drosophila L(3)MBT and human L3MBTL (OMIM:608802) and SFMBT1 (RU1; OMIM:607319), and is paralogous to LIN-61; loss of mbtr-1 function via RNAi or mutation results in no obvious abnormalities; unlike lin-61, mbtr-1 does not appear to function as a class B synMuv gene or exhibit other pleiotropies, such as RNAi hypersensitivity or misregulation of transgene expression, associated with class B synMuv genes."
"WBGene00021662" "MATCH" "1" "snpc-3.3" "Caenorhabditis elegans" "Y48G1BL.1" "WBGene00021662" "Gene" ""
"WBGene00020334" "MATCH" "1" "epg-7" "Caenorhabditis elegans" "T08A9.1" "WBGene00020334" "Gene" ""
"WBGene00021666" "MATCH" "1" "Y48G1BL.7" "Caenorhabditis elegans" "Y48G1BL.7" "WBGene00021666" "Gene" ""
"WBGene00020391" "MATCH" "1" "cct-7" "Caenorhabditis elegans" "T10B5.5" "WBGene00020391" "Gene" "cct-7 encodes a putative eta subunit of the eukaryotic cytosolic ('T complex') chaperonin, orthologous to human CCT7 (OMIM:605140); CCT-7 is expressed in most, if not all, tissues; in mass RNAi assays, CCT-7 is required for normal transgene repression and subcellular localization, embryonic and larval viability, fertility, vulval development, and normal locomotion."
"WBGene00020392" "MATCH" "1" "knl-3" "Caenorhabditis elegans" "T10B5.6" "WBGene00020392" "Gene" "knl-3 encodes a novel protein; KNL-3 activity is essential for formation of a functional kinetochore and thus, for proper chromosome segregation and spindle pole separation; KNL-3 localizes to kinetochores throughout mitosis and this localization requires the activity of HCP-4 (CENP-C), a conserved kinetochore component that likely directs kinetochore assembly; KNL-3 copurifies with a group of 10 closely interacting kinetochore proteins that includes KNL-1, NDC-80, MIS-12, HIM-10, and KBP-1, -2, -3, -4, and-5; KNL-3 also copurifies with HCP-4(CENP-C)."
"WBGene00003808" "MATCH" "1" "npr-2" "Caenorhabditis elegans" "T05A1.1" "WBGene00003808" "Gene" ""
"WBGene00045689" "MATCH" "1" "21ur-3409" "Caenorhabditis elegans" "Y105C5B.45" "WBGene00045689" "Gene" ""
"WBGene00003804" "MATCH" "1" "npp-18" "Caenorhabditis elegans" "Y43F4B.4" "WBGene00003804" "Gene" ""
"WBGene00018077" "MATCH" "1" "F35H12.5" "Caenorhabditis elegans" "F35H12.5" "WBGene00018077" "Gene" ""
"WBGene00003803" "MATCH" "1" "rae-1" "Caenorhabditis elegans" "F10G8.3" "WBGene00003803" "Gene" ""
"WBGene00018076" "MATCH" "1" "pifk-1" "Caenorhabditis elegans" "F35H12.4" "WBGene00018076" "Gene" ""
"WBGene00044355" "MATCH" "1" "ZK563.7" "Caenorhabditis elegans" "ZK563.7" "WBGene00044355" "Gene" ""
"WBGene00003806" "MATCH" "1" "npp-20" "Caenorhabditis elegans" "Y77E11A.13" "WBGene00003806" "Gene" ""
"WBGene00003805" "MATCH" "1" "npp-19" "Caenorhabditis elegans" "R06F6.5" "WBGene00003805" "Gene" ""
"WBGene00044353" "MATCH" "1" "ZK418.10" "Caenorhabditis elegans" "ZK418.10" "WBGene00044353" "Gene" ""
"WBGene00003800" "MATCH" "1" "npp-14" "Caenorhabditis elegans" "C03D6.4" "WBGene00003800" "Gene" "npp-14 is orthologous to the human gene NUCLEOPORIN, 214-KD (NUP214; OMIM:114350), which encodes part of the nucleopore complex mediating nucleocytoplasmic transport; NUP214, as a fusion gene with DEK (OMIM:125264), is found in a subset of acute myeloid leukemia."
"WBGene00018073" "MATCH" "1" "F35H10.10" "Caenorhabditis elegans" "F35H10.10" "WBGene00018073" "Gene" ""
"WBGene00020383" "MATCH" "1" "tin-44" "Caenorhabditis elegans" "T09B4.9" "WBGene00020383" "Gene" ""
"WBGene00018072" "MATCH" "1" "nprl-3" "Caenorhabditis elegans" "F35H10.7" "WBGene00018072" "Gene" ""
"WBGene00003802" "MATCH" "1" "npp-16" "Caenorhabditis elegans" "Y56A3A.17" "WBGene00003802" "Gene" ""
"WBGene00018075" "MATCH" "1" "tbc-11" "Caenorhabditis elegans" "F35H12.2" "WBGene00018075" "Gene" "F35H12.2 encodes, by alternative splicing, two isoforms of a putative Rab GTPase activator containing a TBC domain; F35H12.2 is orthologous to human RABGAP1 and RABGAP1L (OMIM:609238), and to budding yeast GYP5; F35H12.2 is paralogous to human TBC1D1 (OMIM:609850; variant in obesity) and TBC1D4/AS160; F35H12.2 is expressed very widely (in both larval and adult digestive, reproductive, and nervous systems, along with larval renal gland cells and distal tip cell); despite its wide expression and evolutionary conservation, F35H12.2 has no obvious function in either mass or targeted RNAi assays."
"WBGene00003801" "MATCH" "1" "npp-15" "Caenorhabditis elegans" "C29E4.4" "WBGene00003801" "Gene" ""
"WBGene00018074" "MATCH" "1" "F35H12.1" "Caenorhabditis elegans" "F35H12.1" "WBGene00018074" "Gene" ""
"WBGene00018071" "MATCH" "1" "F35H10.6" "Caenorhabditis elegans" "F35H10.6" "WBGene00018071" "Gene" ""
"WBGene00020389" "MATCH" "1" "T10B5.3" "Caenorhabditis elegans" "T10B5.3" "WBGene00020389" "Gene" ""
"WBGene00018070" "MATCH" "1" "F35H10.5" "Caenorhabditis elegans" "F35H10.5" "WBGene00018070" "Gene" ""
"WBGene00015809" "MATCH" "1" "znf-622" "Caenorhabditis elegans" "C16A3.4" "WBGene00015809" "Gene" ""
"WBGene00006077" "MATCH" "1" "str-9" "Caenorhabditis elegans" "F57A10.1" "WBGene00006077" "Gene" ""
"WBGene00015806" "MATCH" "1" "smrc-1" "Caenorhabditis elegans" "C16A3.1" "WBGene00015806" "Gene" "C16A3.1 is orthologous to the human gene SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin, subfamily A-like protein 1 (SMARCAL1); SMARCAL1 is involved in the remodeling of chromatin."
"WBGene00015807" "MATCH" "1" "C16A3.2" "Caenorhabditis elegans" "C16A3.2" "WBGene00015807" "Gene" ""
"WBGene00015800" "MATCH" "1" "C15H9.4" "Caenorhabditis elegans" "C15H9.4" "WBGene00015800" "Gene" ""
"WBGene00015801" "MATCH" "1" "C15H9.5" "Caenorhabditis elegans" "C15H9.5" "WBGene00015801" "Gene" ""
"WBGene00015802" "MATCH" "1" "kynu-1" "Caenorhabditis elegans" "C15H9.7" "WBGene00015802" "Gene" ""
"WBGene00044347" "MATCH" "1" "Y71G12B.30" "Caenorhabditis elegans" "Y71G12B.30" "WBGene00044347" "Gene" ""
"WBGene00044345" "MATCH" "1" "Y48G1C.12" "Caenorhabditis elegans" "Y48G1C.12" "WBGene00044345" "Gene" "Y48G1C.12 encodes a paralog of APC-10 which may be an alternative component ofthe anaphase promoting complex/cyclosome (APC/C); redundancy of Y48G1C.12 withAPC-10 might account for the relative viability of apc-10(RNAi) animals, comparedto the immediate lethality of meiotic one-cell embryos seen with RNAi of other APC/Ccomponents."
"WBGene00018088" "MATCH" "1" "trpp-4" "Caenorhabditis elegans" "F36D4.2" "WBGene00018088" "Gene" ""
"WBGene00044344" "MATCH" "1" "mrpl-39" "Caenorhabditis elegans" "Y46H3A.7" "WBGene00044344" "Gene" ""
"WBGene00044341" "MATCH" "1" "ave-1" "Caenorhabditis elegans" "M01G5.6" "WBGene00044341" "Gene" "ave-1/M01G5.6 encodes a small (102-residue) protein, mostly comprised of a SAM domain, that is orthologous to Drosophila AVEUGLE/CG30476 and to human SAMD10 and SAMD12; AVE-1 is dispensable for viability, since ave-1(tm3169) homozygotes are viable."
"WBGene00018089" "MATCH" "1" "F36D4.4" "Caenorhabditis elegans" "F36D4.4" "WBGene00018089" "Gene" ""
"WBGene00018084" "MATCH" "1" "F36A4.5" "Caenorhabditis elegans" "F36A4.5" "WBGene00018084" "Gene" ""
"WBGene00020396" "MATCH" "1" "T10B5.10" "Caenorhabditis elegans" "T10B5.10" "WBGene00020396" "Gene" ""
"WBGene00018085" "MATCH" "1" "ttr-20" "Caenorhabditis elegans" "F36A4.8" "WBGene00018085" "Gene" ""
"WBGene00020397" "MATCH" "1" "pcbd-1" "Caenorhabditis elegans" "T10B11.1" "WBGene00020397" "Gene" "pcbd-1 is orthologous to the human gene PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE (PCBD or TCF1; OMIM:126090), which when mutated leads to hyperphenylalaninemia with primapterinuria."
"WBGene00020398" "MATCH" "1" "cerk-1" "Caenorhabditis elegans" "T10B11.2" "WBGene00020398" "Gene" ""
"WBGene00020399" "MATCH" "1" "ztf-4" "Caenorhabditis elegans" "T10B11.3" "WBGene00020399" "Gene" ""
"WBGene00003829" "MATCH" "1" "nud-1" "Caenorhabditis elegans" "F53A2.4" "WBGene00003829" "Gene" "nud-1 encodes the C. elegans ortholog of the Aspergillus nidulans nudC, which mediates nuclear migration along Aspergillus hyphae."
"WBGene00003826" "MATCH" "1" "ntl-3" "Caenorhabditis elegans" "Y56A3A.1" "WBGene00003826" "Gene" "ntl-3 is the ortholog of NOT3/NOT5, a member of a protein complex also predicted to contain ccf-1/Y56A3A.20 (CAF1/POP2); ntl-3 is required for embryonic viability in mass RNAi assays."
"WBGene00003825" "MATCH" "1" "ntl-2" "Caenorhabditis elegans" "B0286.4" "WBGene00003825" "Gene" ""
"WBGene00003828" "MATCH" "1" "nuc-1" "Caenorhabditis elegans" "C07B5.5" "WBGene00003828" "Gene" "The nuc-1 gene encodes a DNase II homolog similar to mammalian and Drosophila DNaseII enzymes and is required for DNA degradation during apoptosis as well as for degradation of dietary DNA during normal feeding; during apoptosis, NUC-1 functions in apoptotic cells at an intermediate stage of DNA degradation, after the killing step, but prior to cell-corpse engulfment."
"WBGene00044330" "MATCH" "1" "alr-1" "Caenorhabditis elegans" "R08B4.2" "WBGene00044330" "Gene" "alr-1 encodes a homeodomain transcription factor orthologous to aristaless/human Arx; alr-1 regulates the development of sensory neurons in the head and GABAergic motor neurons; ALR-1 affects touch receptor neuron (TRN) fate by acting as a transcriptional activator and is  required selectively for TRN gene expression; alr-1 expression in TRNs depends on MEC-3; ALR-1 ensures TRN differentiation by providing a second positive feedback circuit to maintain mec-3 expression; loss of alr-1 produces variable touch sensation; alr-1 increases mec-3 expression by restricting mec-3 expression variability; alr-1 activity is needed throughout larval development; alr-1 is expressed in the ALM, PLM, and AVM TRNs, but not in the nucleus of PVM throughout all larval development."
"WBGene00003827" "MATCH" "1" "ntl-4" "Caenorhabditis elegans" "C49H3.5" "WBGene00003827" "Gene" "ntl-4 encodes two proteins by alternative splicing, one of which (NTL-4A) has an N-terminal RING finger and a RNA recognition motif ('RRM', 'RBD', or 'RNP'), and both of which have glutamine/asparagine-rich domains."
"WBGene00003822" "MATCH" "1" "nsy-1" "Caenorhabditis elegans" "F59A6.1" "WBGene00003822" "Gene" "nsy-1 encodes a MAP kinase kinase kinase (MAP3K) that is orthologous to the mammalian apoptosis signal-regulating kinase (ASK) family of protein kinases; nsy-1 activity is required for chemotaxis, egg laying, pathogen response, and response to anoxia; NSY-1 activity is activated by the calmodulin kinase UNC-43, and is required for lateral signalling that leads to asymmetric olfactory neuron fates; NSY-1 interacts with SEK-1, and is expressed in the intestine, hypodermis, rectal gland cells, and neurons."
"WBGene00018051" "MATCH" "1" "che-10" "Caenorhabditis elegans" "F35D11.11" "WBGene00018051" "Gene" "che-10 encodes, by alternative splicing, at least four isoforms of a rootletin ortholog required for ciliogenesis; che-10(ks69) mutants have strong but not absolute defects in cilium initiation, forming 1-2 short cilia per amphid channel and showing intraflagellar transport (IFT) along these vestigial cilia; che-10(ks69) mutants have no remaining cilia in their phasmid channels, and abnormal IFT particle aggregates in their dendritic endings; CHE-10 isoforms are large (1671-1955 residues) proteins with predicted coiled-coils throughout their length, are paralogous to LFI-1, are orthologous to human CROCC (rootletin) and CEP250, and are homologous to the Parascaris univalens Mitotic Antigen, PUMA1."
"WBGene00021692" "MATCH" "1" "Y48G8AL.15" "Caenorhabditis elegans" "Y48G8AL.15" "WBGene00021692" "Gene" ""
"WBGene00003821" "MATCH" "1" "nst-1" "Caenorhabditis elegans" "K01C8.9" "WBGene00003821" "Gene" "nst-1 encodes a homolog of human GNL3 (OMIM:608011, nucleostemin) and GNL3L, and of S. cerevisiae NUG1; NST-1 may suppress tumorous growth in the germ line by ensuring robust larval germline proliferation; like PRO-1, -2, and -3, NST-1 is probably required for ribosome biogenesis, suggesting a link between biogenesis in the distal sheath and control of cell division in the germ line; nucleostemin is a nucleolar protein found in stem cells that is required in quantitatively correct amounts (neither too little nor too much) for continued cell division and survival by stem cells or transformed cells; NST-1 is required in mass RNAi assays for normally rapid growth, larval viability, and normal body morphology and pigmentation."
"WBGene00020362" "MATCH" "1" "fbxb-10" "Caenorhabditis elegans" "T08E11.6" "WBGene00020362" "Gene" "This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins; its encoded protein also contains a Pfam-B45 motif of presently unknown function."
"WBGene00019381" "MATCH" "1" "K04C2.3" "Caenorhabditis elegans" "K04C2.3" "WBGene00019381" "Gene" ""
"WBGene00018052" "MATCH" "1" "F35F10.1" "Caenorhabditis elegans" "F35F10.1" "WBGene00018052" "Gene" ""
"WBGene00019380" "MATCH" "1" "K04C2.2" "Caenorhabditis elegans" "K04C2.2" "WBGene00019380" "Gene" ""
"WBGene00020366" "MATCH" "1" "acdh-10" "Caenorhabditis elegans" "T08G2.3" "WBGene00020366" "Gene" "T08G2.3 is orthologous to the human gene ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN (ACADM; OMIM:607008), which when mutated leads to MCAD deficiency."
"WBGene00021697" "MATCH" "1" "gcn-1" "Caenorhabditis elegans" "Y48G9A.3" "WBGene00021697" "Gene" "gcn-1 encodes the C. elegans ortholog of the S. cerevisiae ribosome-associated protein Gcn1p; GCN-1, along with ABCF-3, is required for maintaining the steady-state levels of phosphorylated eIF2alpha, and thus for the translational control of a number of mRNAs; GCN-1 activity is required, in parallel to, or downstream of, the canonical apoptotic pathway, for apoptotic cell death of most somatic cells and germ cells in response to ionizing radiation; in addition, GCN-1 is required for normal growth rates, and spatial organization of germ cells in the gonad; as in S. cerevisiae, GCN-1 physically interacts with ABCF-3, the C. elegans ortholog of budding yeast Gcn20p, and GCN-1 and ABCF-3 are each required for the other's stability; a gcn-1::gfp promoter fusion is expressed in most cells, including germ cells, throughout development."
"WBGene00021698" "MATCH" "1" "frl-1" "Caenorhabditis elegans" "Y48G9A.4" "WBGene00021698" "Gene" "frl-1 encodes a homolog of human FMNL1 (also known as human leukocyteformin) and FMNL2-3, and a paralog of human DAAM1-2; FRL-1 enablesWnt-directed planar cell polarity; FRL-1 is required for the fullyasymmetrical division of B.a versus B.p cells, though this requirement isquantitatively weak."
"WBGene00020368" "MATCH" "1" "ast-1" "Caenorhabditis elegans" "T08H4.3" "WBGene00020368" "Gene" "ast-1 encodes one of ten C. elegans ETS-box transcription factors; AST-1 is required cell autonomously for proper initiation and maintenance of dopamine (DA) neuron fate; AST-1 acts to specify DA neuron fate by positively regulating expression of a number of DA neuron-specific genes such as dat-1 and cat-2, which encodes a dopamine transporter and tyrosine hydroxylase, respectively; AST-1 is also required for proper navigation of some interneuron axons to their targets, for differentiation of the ventral cord pioneer neuron AVG, and for pharyngeal morphogenesis; AST-1 is transiently expressed in many head neurons late in their differentiation and axon outgrowth, and in a few pharyngeal cells; AST-1 is at first nuclear, but then relocates to spots in cell bodies and even neuronal processes; hypomorphic ast-1 mutants have axons extending laterally, and crossing over from the right axon tract to the left axon bundle; null ast-1(hd92) mutants are inviable, failing to attach a working pharynx to their cuticle during development and then starving as L1 larvae; behaviorally, hypomorphic ast-1 animals are at least superficially normal, indicating that the ventral nerve cord can tolerate at least some miswiring; AST-1 also regulates odr-2 expression, while ast-1 expression is itself regulated by LIN-11."
"WBGene00020382" "MATCH" "1" "T09B4.8" "Caenorhabditis elegans" "T09B4.8" "WBGene00020382" "Gene" ""
"WBGene00044325" "MATCH" "1" "tag-321" "Caenorhabditis elegans" "C33H5.19" "WBGene00044325" "Gene" ""
"WBGene00003818" "MATCH" "1" "nsf-1" "Caenorhabditis elegans" "H15N14.2" "WBGene00003818" "Gene" ""
"WBGene00044326" "MATCH" "1" "tag-322" "Caenorhabditis elegans" "C33H5.10" "WBGene00044326" "Gene" ""
"WBGene00018069" "MATCH" "1" "F35H10.3" "Caenorhabditis elegans" "F35H10.3" "WBGene00018069" "Gene" ""
"WBGene00044323" "MATCH" "1" "tag-281" "Caenorhabditis elegans" "F15A4.11" "WBGene00044323" "Gene" ""
"WBGene00044324" "MATCH" "1" "ufm-1" "Caenorhabditis elegans" "ZK652.3" "WBGene00044324" "Gene" "ufm-1 encodes a conserved ubiquitin-like post-translational modifier."
"WBGene00003815" "MATCH" "1" "nars-1" "Caenorhabditis elegans" "F22D6.3" "WBGene00003815" "Gene" "nars-1 encodes an asparaginyl-tRNA synthetase that is required for embryonic viability and fertility."
"WBGene00044321" "MATCH" "1" "mrps-30" "Caenorhabditis elegans" "B0511.8" "WBGene00044321" "Gene" ""
"WBGene00019399" "MATCH" "1" "K04F10.7" "Caenorhabditis elegans" "K04F10.7" "WBGene00019399" "Gene" "K04F10.7 encodes a conserved protein with similarity to members of the FAM76A and FAM76B family of nuclear proteins; about 5% of K04F10.7 transcripts are RNA edited to change A to G resulting in a change to residue 204 from an N to a D."
